Inc: IA No,Inc: Incident type,Inc: Received date,OffSnp: Title/rank,Off: First name,Off: Last name,Alg: Allegation,Alg: Finding,Act: Action taken,Act: Days/hours suspended,Act: Action taken date,Inc: Occurred date
IAD2023-0095,Internal investigation,04/07/2023,"Police Officer
Police Officer
Police Officer
Police Officer","Edwin
Edwin
Edwin
Edwin","Centeio
Centeio
Centeio
Centeio","Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Emergency Driving - Intersections
Emergency Driving - Intersections","Sustained
Sustained
Sustained
Sustained","Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance","3
2
3
2","06/19/2024
06/19/2024
06/19/2024
06/19/2024",02/19/2023
IAD2023-0096,Internal investigation,04/07/2023,"Police Officer
Police Officer
Police Officer","Ty Cameron
Ty Cameron
Thomas P","Clark
Clark
Garvey","Emergency Driving - Intersections
Body Worn Policy - Activation & Incidents of Use
Body Worn Policy - Activation & Incidents of Use","Sustained
Sustained
Sustained","Suspension
Suspension
Suspension","3
3
1","10/11/2024
10/11/2024
10/11/2024",04/05/2023
IAD2023-0098,Citizen complaint,04/14/2023,"Police Officer
Police Officer","Michael W
Kato I","Flaven
Francis","Use of Force
Use of Force","Exonerated
Exonerated",,"0
0",,02/23/2011
IAD2023-0101,Internal investigation,04/12/2023,"Sergeant
Sergeant
Sergeant
Sergeant
Sergeant
Sergeant
Sergeant
Sergeant
Sergeant
Sergeant
Sergeant","James P.
James P.
James P.
James P.
James P.
James P.
James P.
James P.
James P.
James P.
Kevin","Defeo
Defeo
Defeo
Defeo
Defeo
Defeo
Defeo
Defeo
Defeo
Defeo
Swan","Harassment Policy
Harassment Policy
Harassment Policy
Harassment Policy
Harassment Policy
Harassment Policy
Conduct
Conduct
Directives/Orders
Directives/Orders
Harassment Policy","Exonerated
Exonerated
Not Sustained
Not Sustained
Sustained
Sustained
Sustained
Sustained
Sustained
Sustained
Exonerated","Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance
","30
25
30
25
30
25
30
25
30
25
0","04/24/2024
07/17/2024
04/24/2024
07/17/2024
04/24/2024
07/17/2024
04/24/2024
07/17/2024
04/24/2024
07/17/2024
",
IAD2023-0102,Internal investigation,04/21/2023,Depsup,Therese M,Kozmiski,DV Involving Dept. Employee/Criminal Investigations & Decisions,Exonerated,,,,01/03/2023
IAD2023-0103,Internal investigation,04/21/2023,"Police Officer
Police Officer
Police Officer","Jairo E
Jairo E
Jairo E","Polanco
Polanco
Polanco","Respectful Treatment
Neg.Duty/Unreasonable Judge
Courts - Failure to appear when summonsed.","Not Sustained
Sustained
Sustained","Suspension
Suspension
Suspension","1
1
1","03/19/2025
03/19/2025
03/19/2025",04/21/2023
IAD2023-0104,Citizen complaint,04/17/2023,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer","Terrence J
Terrence J
Terrence J
Terrence J
Jake David
Jake David
Jake David
Jake David","Murray
Murray
Murray
Murray
Shetrawski
Shetrawski
Shetrawski
Shetrawski","Neglect of Duty/Unreasonable Judgment (2 counts)
Neg.Duty/Unreasonable Judge
Respectful Treatment
Completion of FIOE Report
Neg.Duty/Unreasonable Judge
Respectful Treatment
Completion of FIOE Report
Neglect of Duty/Unreasonable Judgment (2 counts)","Exonerated
Unfounded
Unfounded
Sustained
Unfounded
Unfounded
Sustained
Exonerated","Suspension
Suspension
Suspension
Suspension
Suspension
Suspension
Suspension
Suspension","1
1
1
1
1
1
1
1","04/22/2025
04/22/2025
04/22/2025
04/22/2025
04/22/2025
04/22/2025
04/22/2025
04/22/2025",04/13/2023
IAD2023-0105,Citizen complaint,03/30/2023,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Detective","T'Asia Kimiana
Tiyanna Asia
Alex
Ryan Richard
Christopher J
Tasha J.
Francis X","Zayas
Pope
Rosa
Walsh
Ross
Hibbert
Mclaughlin","Use of Force
Use of Force
Use of Force
Use of Force
Use of Force
Use of Force
Use of Force","Unfounded
Unfounded
Unfounded
Unfounded
Unfounded
Unfounded
Unfounded",,"0
0
0
0
0
0
0",,01/09/2023
IAD2023-0123,Citizen complaint,04/28/2023,"Police Officer
Sergeant Detective","Jonathan
Stephen P","O'Brien
Romano","Discharge of Firearm
Neg.Duty/Unreasonable Judge","Exonerated
Exonerated",,"0
0",,04/19/2023
IAD2023-0149,Citizen complaint,05/18/2023,Police Officer,Terrence J,Murray,Respectful Treatment,Sustained,Suspension,1,04/22/2025,05/08/2023
IAD2023-0154,Citizen complaint,05/09/2023,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer","Paulmichael
Paulmichael
Daniel James
Daniel James
Thomas
Thomas
Brian
Brian","Bertocchi
Bertocchi
Bamford
Bamford
Bent
Bent
Picarello
Picarello","Use of Force
Neg.Duty/Unreasonable Judge
Use of Force
Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Use of Force
Use of Force
Neg.Duty/Unreasonable Judge","Exonerated
Sustained
Exonerated
Sustained
Sustained
Unfounded
Exonerated
Sustained","Oral Reprimand
Oral Reprimand
Oral Reprimand
Oral Reprimand
Oral Reprimand
Oral Reprimand
Oral Reprimand
Oral Reprimand","0
0
0
0
0
0
0
0","10/23/2024
10/23/2024
10/22/2024
10/22/2024
10/22/2024
10/22/2024
10/23/2024
10/23/2024",05/07/2023
IAD2023-0155,Citizen complaint,05/11/2023,"Police Officer
Police Officer
Police Officer
Lieutenantenant","Matthew McNeil
Matthew McNeil
Brian Ford
James M","Conley
Conley
Harrington
Foley","Use of Force C
Body Worn Camera Policy
Use of Force
Prisoner - Sickness or Injury","Exonerated
Sustained
Exonerated
Unfounded","Suspension
Suspension

","1
1
0
0","12/20/2023
12/20/2023

",05/06/2023
IAD2023-0160,Internal investigation,05/19/2023,Detective,Sophia,Vega-Jones,Conduct Unbecoming,Unfounded,,,,05/19/2023
IAD2023-0163,Internal investigation,03/23/2022,Police Officer,Michael R,Nee,Detail Cards,Sustained,Retired with Charges Pending,,01/05/2024,02/02/2022
IAD2023-0164,Internal investigation,05/22/2023,"Lieutenant
Lieutenant","John W
John W","Earley
Earley","Conduct Unbecoming
Alcohol off Duty","Sustained
Sustained","Suspension/Settlement Agreement
Suspension/Settlement Agreement","30
30","10/07/2024
10/07/2024",05/21/2023
IAD2023-0177,Internal investigation,05/24/2023,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer","Randy
Randy
Randy
Randy
Randy
Randy","Do
Do
Do
Do
Do
Do","Paid Details Fitness for Duty
Paid Details Fitness for Duty
Paid Detail Assignment
Paid Detail Assignment
Acceptance of Details
Acceptance of Details","Sustained
Sustained
Sustained
Sustained
Sustained
Sustained","Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement","5
10
5
10
5
10","03/24/2025
03/24/2025
03/24/2025
03/24/2025
03/24/2025
03/24/2025",01/07/2023
IAD2023-0179,Citizen complaint,06/01/2023,"Detective
Detective","Sean F
Sean F","Deery
Deery","Respectful Treatment
Neg.Duty/Unreasonable Judge","Not Sustained
Sustained","Suspension/Settlement Agreement
Suspension/Settlement Agreement","2
2","08/11/2023
08/11/2023",05/31/2023
IAD2023-0180,Internal investigation,06/01/2023,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer","Iser Eugene
Iser Eugene
Iser Eugene
Iser Eugene
Iser Eugene
Iser Eugene
Iser Eugene","Barnes
Barnes
Barnes
Barnes
Barnes
Barnes
Barnes","Evidence & Found Property (2 counts)
Directives/Orders
Emergency Driving - Priority Two & Lower
Neglect of Duty/Unreasonable Judgment (5 counts)
Respectful Treatment
Paid Details Fitness for Duty
Body Worn Policy - Activation & Incidents of Use","Sustained
Sustained
Sustained
Sustained
Sustained
Sustained
Sustained","Resigned Charges Pending
Resigned Charges Pending
Resigned Charges Pending
Resigned Charges Pending
Resigned Charges Pending
Resigned Charges Pending
Resigned Charges Pending","0
0
0
0
0
0
0","10/16/2023
10/16/2023
10/16/2023
10/16/2023
10/16/2023
10/16/2023
10/16/2023",01/08/2023
IAD2023-0182,Citizen complaint,06/06/2023,"Police Officer
Police Officer","Brendan Michael
Joseph Anthony","Keohan
Sandoval","Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge","Unfounded
Unfounded",,"0
0",,06/05/2023
IAD2023-0184,Citizen complaint,06/06/2023,Police Officer,Kyle Matthew,Gilmore,Respectful Treatment,Exonerated,,,,05/24/2023
IAD2023-0185,Internal investigation,06/05/2023,Police Officer,Frederick M,Mendes,Conduct Unbecoming,Not Sustained,,,,
IAD2023-0196,Citizen complaint,05/22/2023,Police Officer,Kyle Francis,Moran,Use of Force,Exonerated,,,,05/22/2023
IAD2023-0201,Citizen complaint,06/13/2023,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer","Alvin K
Alvin K
Alvin K
Alvin K
Alvin K","Colbourne
Colbourne
Colbourne
Colbourne
Colbourne","Conduct Unbecoming
CJIS Access
Untruthfulness
Neg.Duty/Unreasonable Judge
Abuse of Process (2 counts)","Sustained
Sustained
Sustained
Sustained
Sustained","Resigned Charges Pending
Resigned Charges Pending
Resigned Charges Pending
Resigned Charges Pending
Resigned Charges Pending","0
0
0
0
0","09/06/2024
09/06/2024
09/06/2024
09/06/2024
09/06/2024",06/12/2023
IAD2023-0225,Internal investigation,06/19/2023,"Detective
Detective","Miguelangelo R
Miguelangelo R","Pires
Pires","Public Integrity Policy
Public Integrity Policy","Sustained
Sustained","Suspension
Suspension held in abeyance (12 months)","3
2","02/07/2025
02/07/2025",06/18/2023
IAD2023-0227,Internal investigation,04/27/2022,Police Officer,Daniel G,H mariam,Detail Cards,Unfounded,,,,
IAD2023-0229,Internal investigation,06/14/2023,"Detective
Detective","Sean F
Sean F","Deery
Deery","Refusal to Submit to Drug Test
Alcohol On Duty","Sustained
Sustained","Suspension/Settlement Agreement
Suspension/Settlement Agreement","5
5","08/11/2023
08/11/2023",06/14/2023
IAD2023-0230,Internal investigation,06/23/2023,"Police Officer
Police Officer
Police Officer","Stephen P
Stephen P
Stephen P","O'Connell
O'Connell
O'Connell","Alcohol off Duty
Conduct Unbecoming
Respectful Treatment","Sustained
Sustained
Sustained","Suspension held in abeyance
Suspension held in abeyance
Suspension held in abeyance","20
20
20","07/12/2024
07/12/2024
07/12/2024",
IAD2023-0231,Citizen complaint,06/20/2023,Police Officer,Patrick,Kelly,Neg.Duty/Unreasonable Judge,Sustained,Oral Reprimand,,09/16/2025,06/11/2023
IAD2023-0240,Citizen complaint,06/26/2023,Detective,Berlino,Felix,Neg.Duty/Unreasonable Judge,Unfounded,,,,06/17/2023
IAD2023-0243,Internal investigation,07/06/2023,Police Officer,Robert H,Connolly,Body Worn Policy - Activation & Incidents of Use,Sustained,Retired,,08/21/2025,
IAD2023-0246,Internal investigation,07/06/2023,"Police Officer
Police Officer
Police Officer
Police Officer","Kenneth H.
Kenneth H.
Kenneth H.
Kenneth H.","Grubbs
Grubbs
Grubbs
Grubbs","Conduct Unbecoming
Conduct Unbecoming
Alcohol off Duty
Alcohol off Duty","Sustained
Sustained
Sustained
Sustained","Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement","5
10
5
10","10/22/2024
10/22/2024
10/22/2024
10/22/2024",07/01/2023
IAD2023-0249,Citizen complaint,07/07/2023,"Police Officer
Police Officer
Police Officer
Police Officer","Oscar A
Ashley L
Ashley L
Adam Charles","Guerrero
Sena
Sena
MacMaster","Use of Force
Respectful Treatment
Use of Force
Use of Force","Exonerated
Unfounded
Exonerated
Exonerated",,"0
0
0
0",,07/06/2023
IAD2023-0288,Citizen complaint,07/17/2023,Lieutenantenant Detective,Richard J,Driscoll,Conduct Unbecoming,Not Sustained,,,,
IAD2023-0290,Internal investigation,10/22/2022,Police Officer,Stylianos,Katikakis,Outside Employment,Not Sustained,,,,07/17/2020
IAD2023-0293,Citizen complaint,07/17/2023,"Detective
Police Officer
Police Officer
Police Officer
Detective
Police Officer","Joseph
Thomas J
Ty Cameron
Thomas P
Charles J
Michael J","Downing
Porter
Clark
Garvey
Kelley
Leccese","Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge","Unfounded
Unfounded
Unfounded
Unfounded
Unfounded
Unfounded",,"0
0
0
0
0
0",,07/15/2023
IAD2023-0306,Citizen complaint,07/31/2023,"Police Officer
Police Officer","Lauriano
Wendy M.","Barros
Lima","Alcohol off Duty
Conduct Unbecoming","Not Sustained
Not Sustained",,"0
0",,07/29/2023
IAD2023-0308,Internal investigation,08/04/2023,Detective,Terrique E,Chambers,Neg.Duty/Unreasonable Judge,Sustained,Suspension,5,02/28/2025,08/03/2023
IAD2023-0316,Citizen complaint,08/11/2023,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer","Jason R
Jason R
Jason R
Salvatore A
Chardeza L","Villanueva
Villanueva
Villanueva
Calabrese
Coleman","Respectful Treatment
Body Worn Policy - Activation & Incidents of Use
Completion of FIOE Report
Completion of FIOE Report
Completion of FIOE Report","Sustained
Sustained
Sustained
Sustained
Sustained","Suspension
Suspension
Suspension
Oral Reprimand
Oral Reprimand","1
1
1
0
0","07/11/2024
07/11/2024
07/11/2024
07/23/2024
07/10/2024",08/11/2023
IAD2023-0326,Internal investigation,09/02/2023,Police Officer,Kirk D.,Merricks,Conduct Unbecoming (2 counts),Sustained,Retired with Charges Pending,,01/31/2025,09/02/2023
IAD2023-0328,Internal investigation,08/30/2023,"Police Officer
Police Officer","Peter
William E","Leighton
Kalinski","Body Worn Camera Policy - Activation & Incidents of use
Body Worn Camera Policy - Activation & Incidents of use","Sustained
Sustained","Resigned Charges Pending
Suspension","0
1","08/17/2025
10/10/2025",09/10/2022
IAD2023-0330,Internal investigation,09/08/2023,"Captain
Captain
Captain","Christopher
Christopher
Christopher","Hamilton
Hamilton
Hamilton","Conduct Unbecoming
Respectful Treatment
Untruthfulness","Unfounded
Not Sustained
Not Sustained",,"0
0
0",,05/04/2023
IAD2023-0332,Citizen complaint,08/30/2023,"Police Officer
Police Officer","Maykol V
Frantz","Garcia
Saintfort","Prisoners - Food Services
Prisoners - Food Services","Not Sustained
Not Sustained",,"0
0",,08/28/2023
IAD2023-0338,Citizen complaint,09/08/2023,Police Officer,David F.,Murray,Neg.Duty/Unreasonable Judge,Exonerated,,,,06/30/2023
IAD2023-0339,Citizen complaint,09/08/2023,"Police Officer
Police Officer
Police Officer","Romario G
Romario G
Romario G","Depina
Depina
Depina","Self Identification
Situations Involving Family & Frien
Conduct Unbecoming","Not Sustained
Not Sustained
Not Sustained",,"0
0
0",,
IAD2023-0341,Citizen complaint,09/17/2023,"Police Officer
Police Officer","William P
William P","Henry
Henry","Canon Eight
Canon Eight","Sustained
Sustained","Suspension/Settlement Agreement
Suspension held in abeyance","3
2","09/12/2025
09/12/2025",09/17/2023
IAD2023-0357,Citizen complaint,10/13/2023,"Sergeant
Sergeant","Charles A.
Charles A.","Vest
Vest","Respectful Treatment
Self Identification","Not Sustained
Unfounded",,"0
0",,10/10/2023
IAD2023-0396,Citizen complaint,12/04/2023,"Police Officer
Police Officer","Cris D            
Eliezer","Santana
Vazquez","Prisoners/Booking Procedures
Prisoners/Booking Procedures","Unfounded
Sustained",Suspension,"0
1",10/25/2024,12/02/2023
IAD2023-0404,Citizen complaint,02/13/2024,"Police Officer
Police Officer
Police Officer","Delvis J
Delvis J
Delvis J","Baez-Saldana
Baez-Saldana
Baez-Saldana","Conduct Unbecoming (2 counts)
Conduct Unbecoming (1 count)
Mobile Device Policy - Personal Use of Dept. Issued Mobile Devices","Not Sustained
Sustained
Sustained","Suspension
Suspension
Suspension","5
5
5","10/09/2025
10/09/2025
10/09/2025",07/28/2023
IAD2023-0429,Internal investigation,11/10/2021,"Police Officer
Police Officer
Police Officer
Police Officer","Jamie
Rance
Lorenzo I
Edward A","Pietroski
Cooley
Woodley
Moquete","Permissible Weapons & Ammunition
Permissible Weapons & Ammunition
Permissible Weapons & Ammunition
Permissible Weapons & Ammunition","Sustained
Sustained
Sustained
Sustained","Oral Reprimand
Oral Reprimand
Retired
Oral Reprimand","0
0
0
0","08/23/2025
08/23/2025
01/31/2022
08/23/2025",11/09/2021
IAD2023-0433,Citizen complaint,09/25/2023,"Police Officer
Police Officer","Kyle
Ryan Richard","Ortiz
Walsh","Untruthfulness in Department Report
Police Service","Unfounded
Unfounded",,"0
0",,08/20/2023
IAD2024-0002,Internal investigation,01/08/2024,"Sergeant
Sergeant
Sergeant
Sergeant","James P.
James P.
James P.
James P.","Defeo
Defeo
Defeo
Defeo","Untruthfulness
Untruthfulness
Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge","Not Sustained
Not Sustained
Sustained
Sustained","Suspension/Settlement Agreement
Suspension held in abeyance
Suspension/Settlement Agreement
Suspension held in abeyance","30
25
30
25","06/25/2024
06/25/2024
06/25/2024
06/25/2024",
IAD2024-0010,Citizen complaint,01/30/2024,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer","William
William
William
Sean S
Sean S
Sean S
Jillian K.
Jillian K.
Jillian K.","Iraola
Iraola
Iraola
Sullivan
Sullivan
Sullivan
Dineen
Dineen
Dineen","Use of Force
Neg.Duty/Unreasonable Judge
Body Worn Camera Policy - Activation & Incidents of use
Use of Force
Neg.Duty/Unreasonable Judge
Body Worn Camera Policy - Activation & Incidents of use
Use of Force
Neg.Duty/Unreasonable Judge
Body Worn Camera Policy - Activation & Incidents of use","Not Sustained
Not Sustained
Sustained
Not Sustained
Not Sustained
Sustained
Not Sustained
Not Sustained
Sustained","Suspension
Suspension
Suspension
Suspension
Suspension
Suspension
Suspension
Suspension
Suspension","1
1
1
1
1
1
1
1
1","10/01/2025
10/01/2025
10/01/2025
09/30/2025
09/30/2025
09/30/2025
09/29/2025
09/29/2025
09/29/2025",01/29/2024
IAD2024-0013,Citizen complaint,01/26/2024,"Police Officer
Police Officer
Police Officer
Police Officer
Police Officer
Police Officer","Carlton Alexander
Carlton Alexander
Christopher R
Christopher R
Dennis
Dennis","Williamson
Williamson
Stevens
Stevens
Layden
Layden","Neg.Duty/Unreasonable Judge
Completion of FIOE Report
Completion of FIOE Report
Neg.Duty/Unreasonable Judge
Neg.Duty/Unreasonable Judge
Completion of FIOE Report","Unfounded
Sustained
Sustained
Unfounded
Unfounded
Sustained","Oral Reprimand
Oral Reprimand
Oral Reprimand
Oral Reprimand
Oral Reprimand
Oral Reprimand","0
0
0
0
0
0","04/09/2025
04/09/2025
04/09/2025
04/09/2025
07/07/2025
07/07/2025",01/25/2024
IAD2024-0015,Internal investigation,06/14/2023,"Police Officer
Police Officer","Triston George
Triston George","Champagnie
Champagnie","Training and Qualifications
Reporting firearm Discharges","Sustained
Sustained","Resigned Charges Pending
Resigned Charges Pending","0
0","07/28/2025
07/28/2025",06/14/2023
